Step,Value
210.0,-28.113096237182617
212.0,-28.124135971069336
214.0,-28.13507080078125
216.0,-28.14580726623535
218.0,-28.15695571899414
220.0,-28.167552947998047
222.0,-28.178619384765625
224.0,-28.189146041870117
226.0,-28.200130462646484
228.0,-28.210725784301758
230.0,-28.22178077697754
232.0,-28.23228645324707
234.0,-28.242826461791992
236.0,-28.25383949279785
238.0,-28.264299392700195
240.0,-28.274953842163086
242.0,-28.28562355041504
244.0,-28.29603385925293
246.0,-28.306615829467773
248.0,-28.317230224609375
250.0,-28.327735900878906
252.0,-28.338274002075195
254.0,-28.34868621826172
256.0,-28.358989715576172
258.0,-28.369462966918945
260.0,-28.379972457885742
262.0,-28.390369415283203
264.0,-28.40047264099121
266.0,-28.411235809326172
268.0,-28.421422958374023
270.0,-28.43161964416504
272.0,-28.442169189453125
274.0,-28.451969146728516
276.0,-28.46257972717285
278.0,-28.47243309020996
280.0,-28.4827938079834
282.0,-28.493019104003906
284.0,-28.5032901763916
286.0,-28.513259887695312
288.0,-28.52326011657715
290.0,-28.53362274169922
292.0,-28.543676376342773
294.0,-28.553773880004883
296.0,-28.563570022583008
298.0,-28.57371711730957
300.0,-28.583576202392578
302.0,-28.593626022338867
304.0,-28.603700637817383
306.0,-28.613805770874023
308.0,-28.62361717224121
310.0,-28.63361358642578
312.0,-28.64348030090332
314.0,-28.65320587158203
316.0,-28.663129806518555
318.0,-28.67290687561035
320.0,-28.682716369628906
322.0,-28.692726135253906
324.0,-28.70209312438965
326.0,-28.71181297302246
328.0,-28.72174072265625
330.0,-28.731185913085938
332.0,-28.740985870361328
334.0,-28.750825881958008
336.0,-28.760692596435547
338.0,-28.76991081237793
340.0,-28.779653549194336
342.0,-28.78925323486328
344.0,-28.798717498779297
346.0,-28.808544158935547
348.0,-28.818220138549805
350.0,-28.82741355895996
352.0,-28.83733367919922
354.0,-28.846572875976562
356.0,-28.856184005737305
358.0,-28.865480422973633
360.0,-28.87497329711914
362.0,-28.88448715209961
364.0,-28.893693923950195
366.0,-28.903423309326172
368.0,-28.912492752075195
370.0,-28.92177391052246
372.0,-28.931413650512695
374.0,-28.940914154052734
376.0,-28.95008087158203
378.0,-28.95926284790039
380.0,-28.968650817871094
382.0,-28.977886199951172
384.0,-28.987340927124023
386.0,-28.99644660949707
388.0,-29.00558090209961
390.0,-29.014543533325195
392.0,-29.023710250854492
394.0,-29.032917022705078
396.0,-29.042503356933594
398.0,-29.051759719848633
400.0,-29.060659408569336
402.0,-29.0695858001709
404.0,-29.078733444213867
406.0,-29.08808708190918
408.0,-29.096893310546875
410.0,-29.105913162231445
412.0,-29.114776611328125
414.0,-29.124027252197266
416.0,-29.133113861083984
418.0,-29.14242935180664
420.0,-29.150999069213867
422.0,-29.15978240966797
424.0,-29.169157028198242
426.0,-29.177989959716797
428.0,-29.186647415161133
430.0,-29.195913314819336
432.0,-29.20440673828125
434.0,-29.213729858398438
436.0,-29.222272872924805
438.0,-29.231430053710938
440.0,-29.239839553833008
442.0,-29.249046325683594
444.0,-29.257686614990234
446.0,-29.266740798950195
448.0,-29.275419235229492
450.0,-29.284130096435547
452.0,-29.29286003112793
454.0,-29.301424026489258
456.0,-29.310392379760742
458.0,-29.318979263305664
460.0,-29.32761573791504
462.0,-29.33644676208496
464.0,-29.34511375427246
466.0,-29.35358238220215
468.0,-29.361879348754883
470.0,-29.370819091796875
472.0,-29.3797664642334
474.0,-29.388336181640625
476.0,-29.396520614624023
478.0,-29.405323028564453
480.0,-29.414159774780273
482.0,-29.422607421875
484.0,-29.430870056152344
486.0,-29.439157485961914
488.0,-29.44807243347168
490.0,-29.457019805908203
492.0,-29.46536636352539
494.0,-29.473512649536133
496.0,-29.481679916381836
498.0,-29.490087509155273
