Step,Value
0.0,11.382744789123535
2.0,11.382744789123535
4.0,11.382744789123535
6.0,11.382744789123535
8.0,11.382744789123535
10.0,11.382744789123535
12.0,11.382744789123535
14.0,11.382744789123535
16.0,11.382744789123535
18.0,11.382744789123535
20.0,11.382744789123535
22.0,11.382744789123535
24.0,11.382744789123535
26.0,11.382744789123535
28.0,11.382744789123535
30.0,11.382744789123535
32.0,11.382744789123535
34.0,11.382744789123535
36.0,11.382744789123535
38.0,11.382744789123535
40.0,11.382744789123535
42.0,11.382744789123535
44.0,11.382744789123535
46.0,11.382744789123535
48.0,11.382744789123535
50.0,11.382744789123535
52.0,11.382744789123535
54.0,11.382744789123535
56.0,11.382744789123535
58.0,11.382744789123535
60.0,11.382744789123535
62.0,11.382744789123535
64.0,11.382744789123535
66.0,11.382744789123535
68.0,11.382744789123535
70.0,11.382744789123535
72.0,11.382744789123535
74.0,11.382744789123535
76.0,11.382744789123535
78.0,11.382744789123535
80.0,11.382744789123535
82.0,11.382744789123535
84.0,11.382744789123535
86.0,11.382744789123535
88.0,11.382744789123535
90.0,11.382744789123535
92.0,11.382744789123535
94.0,11.382744789123535
96.0,11.382744789123535
98.0,11.382744789123535
100.0,11.382744789123535
102.0,11.382744789123535
104.0,11.382744789123535
106.0,11.382744789123535
108.0,11.382744789123535
110.0,11.382744789123535
112.0,11.382744789123535
114.0,11.382744789123535
116.0,11.382744789123535
118.0,11.382744789123535
120.0,11.382744789123535
122.0,11.382744789123535
124.0,11.382744789123535
126.0,11.382744789123535
128.0,11.382744789123535
130.0,11.382744789123535
132.0,11.382744789123535
134.0,11.382744789123535
136.0,11.382744789123535
138.0,11.382744789123535
140.0,11.382744789123535
142.0,11.382744789123535
144.0,11.382744789123535
146.0,11.382744789123535
148.0,11.382744789123535
150.0,11.382744789123535
152.0,11.382744789123535
154.0,11.382744789123535
156.0,11.382744789123535
158.0,11.382744789123535
160.0,11.382744789123535
162.0,11.382744789123535
164.0,11.382744789123535
166.0,11.382744789123535
168.0,11.382744789123535
170.0,11.382744789123535
172.0,11.382744789123535
174.0,11.382744789123535
176.0,11.382744789123535
178.0,11.382744789123535
180.0,11.382744789123535
182.0,11.382744789123535
184.0,11.382744789123535
186.0,11.382744789123535
188.0,11.382744789123535
190.0,11.382744789123535
192.0,11.382744789123535
194.0,11.382744789123535
196.0,11.382744789123535
198.0,11.382744789123535
200.0,11.382744789123535
202.0,11.382744789123535
204.0,11.382744789123535
206.0,11.382744789123535
208.0,11.382744789123535
210.0,11.382744789123535
212.0,11.382744789123535
214.0,11.382744789123535
216.0,11.382744789123535
218.0,11.382744789123535
220.0,11.382744789123535
222.0,11.382744789123535
224.0,11.382744789123535
226.0,11.382744789123535
228.0,11.382744789123535
230.0,11.382744789123535
232.0,11.382744789123535
234.0,11.382744789123535
236.0,11.382744789123535
238.0,11.382744789123535
240.0,11.382744789123535
242.0,11.382744789123535
244.0,11.382744789123535
246.0,11.382744789123535
248.0,11.382744789123535
250.0,11.382744789123535
252.0,11.382744789123535
254.0,11.382744789123535
256.0,11.382744789123535
258.0,11.382744789123535
260.0,11.382744789123535
262.0,11.382744789123535
264.0,11.382744789123535
266.0,11.382744789123535
268.0,11.382744789123535
270.0,11.382744789123535
272.0,11.382744789123535
274.0,11.382744789123535
276.0,11.382744789123535
278.0,11.382744789123535
280.0,11.382744789123535
282.0,11.382744789123535
284.0,11.382744789123535
286.0,11.382744789123535
288.0,11.382744789123535
290.0,11.382744789123535
292.0,11.382744789123535
294.0,11.382744789123535
296.0,11.382744789123535
298.0,11.382744789123535
300.0,11.382744789123535
302.0,11.382744789123535
304.0,11.382744789123535
306.0,11.382744789123535
308.0,11.382744789123535
310.0,11.382744789123535
312.0,11.382744789123535
314.0,11.382744789123535
