Step,Value
0.0,0.636788547039032
2.0,1.3638204336166382
4.0,1.3638204336166382
6.0,1.3638204336166382
8.0,1.3638204336166382
10.0,1.3638204336166382
12.0,1.3638204336166382
14.0,1.3638204336166382
16.0,1.3638204336166382
18.0,1.3638204336166382
20.0,1.3638204336166382
22.0,1.3638204336166382
24.0,1.3638204336166382
26.0,1.3638204336166382
28.0,1.3638204336166382
30.0,1.3638204336166382
32.0,1.3638204336166382
34.0,1.3638204336166382
36.0,1.3638204336166382
38.0,1.3638204336166382
40.0,1.3638204336166382
42.0,1.3638204336166382
44.0,1.3638204336166382
46.0,1.3638204336166382
48.0,1.3638204336166382
50.0,1.3638204336166382
52.0,1.3638204336166382
54.0,1.3638204336166382
56.0,1.3638204336166382
58.0,1.3638204336166382
60.0,1.3638204336166382
62.0,1.3638204336166382
64.0,1.3638204336166382
66.0,1.3638204336166382
68.0,1.3638204336166382
70.0,1.3638204336166382
72.0,1.3638204336166382
74.0,1.3638204336166382
76.0,1.3638204336166382
78.0,1.3638204336166382
80.0,1.3638204336166382
82.0,1.3638204336166382
84.0,1.3638204336166382
86.0,1.3638204336166382
88.0,1.3638204336166382
90.0,1.3638204336166382
92.0,1.3638204336166382
94.0,1.3638204336166382
96.0,1.3638204336166382
98.0,1.3638204336166382
100.0,1.3638204336166382
102.0,1.3638204336166382
104.0,1.3638204336166382
106.0,1.3638204336166382
108.0,1.3638204336166382
110.0,1.3638204336166382
112.0,1.3638204336166382
114.0,1.3638204336166382
116.0,1.3638204336166382
118.0,1.3638204336166382
120.0,1.3638204336166382
122.0,1.3638204336166382
124.0,1.3638204336166382
126.0,1.3638204336166382
128.0,1.3638204336166382
130.0,1.3638204336166382
132.0,1.3638204336166382
134.0,1.3638204336166382
136.0,1.3638204336166382
138.0,1.3638204336166382
140.0,1.3638204336166382
142.0,1.3638204336166382
144.0,1.3638204336166382
146.0,1.3638204336166382
148.0,1.3638204336166382
150.0,1.3638204336166382
152.0,1.3638204336166382
154.0,1.3638204336166382
156.0,1.3638204336166382
158.0,1.3638204336166382
160.0,1.3638204336166382
162.0,1.3638204336166382
164.0,1.3638204336166382
166.0,1.3638204336166382
168.0,1.3638204336166382
170.0,1.3638204336166382
172.0,1.3638204336166382
174.0,1.3638204336166382
176.0,1.3638204336166382
178.0,1.3638204336166382
180.0,1.3638204336166382
182.0,1.3638204336166382
184.0,1.3638204336166382
186.0,1.3638204336166382
188.0,1.3638204336166382
190.0,1.3638204336166382
192.0,1.3638204336166382
194.0,1.3638204336166382
196.0,1.3638204336166382
198.0,1.3638204336166382
200.0,1.3638204336166382
202.0,1.3638204336166382
204.0,1.3638204336166382
206.0,1.3638204336166382
208.0,1.3638204336166382
210.0,1.3638204336166382
212.0,1.3638204336166382
214.0,1.3638204336166382
216.0,1.3638204336166382
218.0,1.3638204336166382
220.0,1.3638204336166382
222.0,1.3638204336166382
224.0,1.3638204336166382
226.0,1.3638204336166382
228.0,1.3638204336166382
230.0,1.3638204336166382
232.0,1.3638204336166382
234.0,1.3638204336166382
236.0,1.3638204336166382
238.0,1.3638204336166382
240.0,1.3638204336166382
242.0,1.3638204336166382
244.0,1.3638204336166382
246.0,1.3638204336166382
248.0,1.3638204336166382
250.0,1.3638204336166382
252.0,1.3638204336166382
254.0,1.3638204336166382
256.0,1.3638204336166382
258.0,1.3638204336166382
260.0,1.3638204336166382
262.0,1.3638204336166382
264.0,1.3638204336166382
266.0,1.3638204336166382
268.0,1.3638204336166382
270.0,1.3638204336166382
272.0,1.3638204336166382
274.0,1.3638204336166382
276.0,1.3638204336166382
278.0,1.3638204336166382
280.0,1.3638204336166382
282.0,1.3638204336166382
284.0,1.3638204336166382
286.0,1.3638204336166382
288.0,1.3638204336166382
290.0,1.3638204336166382
292.0,1.3638204336166382
294.0,1.3638204336166382
296.0,1.3638204336166382
298.0,1.3638204336166382
300.0,1.3638204336166382
302.0,1.3638204336166382
304.0,1.3638204336166382
306.0,1.3638204336166382
308.0,1.3638204336166382
310.0,1.3638204336166382
312.0,1.3638204336166382
314.0,1.3638204336166382
316.0,1.3638204336166382
318.0,1.3638204336166382
320.0,1.3638204336166382
322.0,1.3638204336166382
324.0,1.3638204336166382
326.0,1.3638204336166382
328.0,1.3638204336166382
330.0,1.3638204336166382
332.0,1.3638204336166382
334.0,1.3638204336166382
336.0,1.3638204336166382
338.0,1.3638204336166382
340.0,1.3638204336166382
342.0,1.3638204336166382
344.0,1.3638204336166382
346.0,1.3638204336166382
348.0,1.3638204336166382
350.0,1.3638204336166382
352.0,1.3638204336166382
354.0,1.3638204336166382
356.0,1.3638204336166382
358.0,1.3638204336166382
360.0,1.3638204336166382
362.0,1.3638204336166382
364.0,1.3638204336166382
366.0,1.3638204336166382
368.0,1.3638204336166382
370.0,1.3638204336166382
372.0,1.3638204336166382
374.0,1.3638204336166382
376.0,1.3638204336166382
378.0,1.3638204336166382
380.0,1.3638204336166382
382.0,1.3638204336166382
384.0,1.3638204336166382
386.0,1.3638204336166382
388.0,1.3638204336166382
390.0,1.3638204336166382
392.0,1.3638204336166382
394.0,1.3638204336166382
396.0,1.3638204336166382
398.0,1.3638204336166382
400.0,1.3638204336166382
402.0,1.3638204336166382
404.0,1.3638204336166382
406.0,1.3638204336166382
408.0,1.3638204336166382
410.0,1.3638204336166382
412.0,1.3638204336166382
414.0,1.3638204336166382
416.0,1.3638204336166382
418.0,1.3638204336166382
420.0,1.3638204336166382
422.0,1.3638204336166382
424.0,1.3638204336166382
426.0,1.3638204336166382
428.0,1.3638204336166382
430.0,1.3638204336166382
432.0,1.3638204336166382
434.0,1.3638204336166382
436.0,1.3638204336166382
438.0,1.3638204336166382
440.0,1.3638204336166382
442.0,1.3638204336166382
444.0,1.3638204336166382
446.0,1.3638204336166382
448.0,1.3638204336166382
450.0,1.3638204336166382
452.0,1.3638204336166382
454.0,1.3638204336166382
456.0,1.3638204336166382
458.0,1.3638204336166382
460.0,1.3638204336166382
462.0,1.3638204336166382
464.0,1.3638204336166382
466.0,1.3638204336166382
468.0,1.3638204336166382
470.0,1.3638204336166382
472.0,1.3638204336166382
474.0,1.3638204336166382
476.0,1.3638204336166382
478.0,1.3638204336166382
480.0,1.3638204336166382
482.0,1.3638204336166382
484.0,1.3638204336166382
486.0,1.3638204336166382
488.0,1.3638204336166382
490.0,1.3638204336166382
492.0,1.3638204336166382
494.0,1.3638204336166382
496.0,1.3638204336166382
498.0,1.3638204336166382
