Step,Value
0.0,0.5
2.0,0.901283323764801
4.0,0.901283323764801
6.0,0.901283323764801
8.0,0.901283323764801
10.0,0.901283323764801
12.0,0.901283323764801
14.0,0.901283323764801
16.0,0.901283323764801
18.0,0.901283323764801
20.0,0.901283323764801
22.0,0.901283323764801
24.0,0.901283323764801
26.0,0.901283323764801
28.0,0.901283323764801
30.0,0.901283323764801
32.0,0.901283323764801
34.0,0.901283323764801
36.0,0.901283323764801
38.0,0.901283323764801
40.0,0.901283323764801
42.0,0.901283323764801
44.0,0.901283323764801
46.0,0.901283323764801
48.0,0.901283323764801
50.0,0.901283323764801
52.0,0.901283323764801
54.0,0.901283323764801
56.0,0.901283323764801
58.0,0.901283323764801
60.0,0.901283323764801
62.0,0.901283323764801
64.0,0.901283323764801
66.0,0.901283323764801
68.0,0.901283323764801
70.0,0.901283323764801
72.0,0.901283323764801
74.0,0.901283323764801
76.0,0.901283323764801
78.0,0.901283323764801
80.0,0.901283323764801
82.0,0.901283323764801
84.0,0.901283323764801
86.0,0.901283323764801
88.0,0.901283323764801
90.0,0.901283323764801
92.0,0.901283323764801
94.0,0.901283323764801
96.0,0.901283323764801
98.0,0.901283323764801
100.0,0.901283323764801
102.0,0.901283323764801
104.0,0.901283323764801
106.0,0.901283323764801
108.0,0.901283323764801
110.0,0.901283323764801
112.0,0.901283323764801
114.0,0.901283323764801
116.0,0.901283323764801
118.0,0.901283323764801
120.0,0.901283323764801
122.0,0.901283323764801
124.0,0.901283323764801
126.0,0.901283323764801
128.0,0.901283323764801
130.0,0.901283323764801
132.0,0.901283323764801
134.0,0.901283323764801
136.0,0.901283323764801
138.0,0.901283323764801
140.0,0.901283323764801
142.0,0.901283323764801
144.0,0.901283323764801
146.0,0.901283323764801
148.0,0.901283323764801
150.0,0.901283323764801
152.0,0.901283323764801
154.0,0.901283323764801
156.0,0.901283323764801
158.0,0.901283323764801
160.0,0.901283323764801
162.0,0.901283323764801
164.0,0.901283323764801
166.0,0.901283323764801
168.0,0.901283323764801
170.0,0.901283323764801
172.0,0.901283323764801
174.0,0.901283323764801
176.0,0.901283323764801
178.0,0.901283323764801
180.0,0.901283323764801
182.0,0.901283323764801
184.0,0.901283323764801
186.0,0.901283323764801
188.0,0.901283323764801
190.0,0.901283323764801
192.0,0.901283323764801
194.0,0.901283323764801
196.0,0.901283323764801
198.0,0.901283323764801
