Step,Value
0.0,0.13449636101722717
2.0,0.08152975142002106
4.0,0.050351087003946304
6.0,0.04455488175153732
8.0,0.04527363181114197
10.0,0.04641412943601608
12.0,0.04720273241400719
14.0,0.04770241677761078
16.0,0.04802151396870613
18.0,0.048230793327093124
20.0,0.04837178811430931
22.0,0.04846883565187454
24.0,0.04853656142950058
26.0,0.048584070056676865
28.0,0.048617202788591385
30.0,0.04863983392715454
32.0,0.04865460842847824
34.0,0.04866337031126022
36.0,0.04866745322942734
38.0,0.048667799681425095
40.0,0.0486651249229908
42.0,0.04865996167063713
44.0,0.04865269362926483
46.0,0.04864363372325897
48.0,0.04863298684358597
50.0,0.04862092435359955
52.0,0.048607587814331055
54.0,0.04859304055571556
56.0,0.04857734590768814
58.0,0.04856054484844208
60.0,0.04854264855384827
62.0,0.048523638397455215
64.0,0.04850351810455322
66.0,0.04848223924636841
68.0,0.04845978319644928
70.0,0.048436060547828674
72.0,0.048411037772893906
74.0,0.048384618014097214
76.0,0.04835671931505203
78.0,0.0483272448182106
80.0,0.04829607531428337
82.0,0.04826308786869049
84.0,0.048228152096271515
86.0,0.04819110035896301
88.0,0.048151787370443344
90.0,0.048110008239746094
92.0,0.048065558075904846
94.0,0.048018231987953186
96.0,0.04796777293086052
98.0,0.047913916409015656
100.0,0.047856394201517105
102.0,0.047794878482818604
104.0,0.047729067504405975
106.0,0.047658614814281464
108.0,0.047583188861608505
110.0,0.04750245437026024
112.0,0.04741610214114189
114.0,0.047323860228061676
116.0,0.04722556471824646
118.0,0.04712112993001938
120.0,0.04701067507266998
122.0,0.046894513070583344
124.0,0.04677323251962662
126.0,0.04664767533540726
128.0,0.0465189665555954
130.0,0.046388402581214905
132.0,0.04625730589032173
134.0,0.04612698033452034
136.0,0.04599852114915848
138.0,0.04587295651435852
140.0,0.04575132951140404
142.0,0.04563486576080322
144.0,0.045525047928094864
146.0,0.04542330652475357
148.0,0.04533074051141739
150.0,0.045247744768857956
152.0,0.045173872262239456
154.0,0.045107949525117874
156.0,0.04504833370447159
158.0,0.04499320313334465
160.0,0.0449410080909729
162.0,0.04489069804549217
164.0,0.04484189301729202
166.0,0.044794801622629166
168.0,0.04475002735853195
170.0,0.044708263128995895
172.0,0.04467003792524338
174.0,0.044635627418756485
176.0,0.04460510239005089
178.0,0.04457840323448181
180.0,0.04455547407269478
182.0,0.044536251574754715
184.0,0.04452072083950043
186.0,0.044508807361125946
188.0,0.04450032114982605
190.0,0.0444948747754097
192.0,0.04449190944433212
194.0,0.0444907583296299
196.0,0.044490694999694824
198.0,0.044491108506917953
